"","fare_amount"
"1",10.2310848236084
"2",10.7171440124512
"3",4.47521018981934
"4",7.61687994003296
"5",14.6133985519409
"6",10.0657749176025
"7",5.5824556350708
"8",16.3133811950684
"9",11.7507762908936
"10",6.28799867630005
"11",9.40334606170654
"12",15.2788991928101
"13",4.8290958404541
"14",6.91569566726685
"15",8.10715007781982
"16",13.9506120681763
"17",4.42064714431763
"18",8.92028999328613
"19",4.64702749252319
"20",4.42064714431763
"21",7.62844705581665
"22",8.25949764251709
"23",6.86317300796509
"24",8.43214702606201
"25",16.788459777832
"26",6.34030771255493
"27",17.1796360015869
"28",17.1796360015869
"29",6.45705890655518
"30",15.0882978439331
"31",11.6433935165405
"32",6.5709662437439
"33",5.80855226516724
"34",11.3450689315796
"35",8.25949764251709
"36",7.4422550201416
"37",6.45705890655518
"38",5.20896768569946
"39",7.4422550201416
"40",4.69808340072632
"41",17.9388637542725
"42",10.2490720748901
"43",17.492883682251
"44",9.64157676696777
"45",4.55642795562744
"46",11.9922142028809
"47",5.11681127548218
"48",6.5709662437439
"49",5.72396802902222
"50",4.69808340072632
"51",11.6273441314697
"52",12.2500982284546
"53",16.4223747253418
"54",6.34030771255493
"55",7.00376749038696
"56",14.9062204360962
"57",12.9796867370605
"58",10.1337661743164
"59",13.1492195129395
"60",13.021014213562
"61",7.09527826309204
"62",11.3080406188965
"63",4.69808340072632
"64",4.9256796836853
"65",7.4422550201416
"66",7.00376749038696
"67",10.7023963928223
"68",5.20896768569946
"69",4.55642795562744
"70",16.2321548461914
"71",6.5709662437439
"72",4.55642795562744
"73",11.371431350708
"74",7.09527826309204
"75",10.7346229553223
"76",11.371431350708
"77",16.4759368896484
"78",4.55642795562744
"79",4.55642795562744
"80",4.9256796836853
"81",6.34030771255493
"82",5.80855226516724
"83",7.4422550201416
"84",10.7346229553223
"85",16.788459777832
"86",6.86317300796509
"87",4.55642795562744
"88",6.69448280334473
"89",15.6703538894653
"90",10.2063312530518
"91",10.2043266296387
"92",8.25949764251709
"93",6.5709662437439
"94",6.5709662437439
"95",11.7520179748535
"96",14.0423307418823
"97",11.6273441314697
"98",13.021014213562
"99",6.69448280334473
"100",10.2043266296387
"101",11.1524829864502
"102",6.7794623374939
"103",16.4759368896484
"104",6.86317300796509
"105",5.51843738555908
"106",4.55642795562744
"107",11.9922142028809
"108",10.7346229553223
"109",11.9922142028809
"110",17.1796360015869
"111",17.1796360015869
"112",17.492883682251
"113",11.1524829864502
"114",9.64157676696777
"115",6.45705890655518
"116",8.06371116638184
"117",17.1796360015869
"118",11.6433935165405
"119",6.69448280334473
"120",10.2043266296387
"121",10.2043266296387
"122",5.98142337799072
"123",8.79892730712891
"124",5.20896768569946
"125",7.09527826309204
"126",4.55642795562744
"127",7.4422550201416
"128",11.9922142028809
"129",8.06371116638184
"130",16.5199756622314
"131",5.20896768569946
"132",4.55642795562744
"133",7.43550586700439
"134",6.86317300796509
"135",7.09527826309204
"136",4.55642795562744
"137",12.2500982284546
"138",5.11681127548218
"139",17.9388637542725
"140",8.43214702606201
"141",4.55642795562744
"142",9.34486770629883
"143",8.25949764251709
"144",4.9256796836853
"145",6.45705890655518
"146",9.64157676696777
"147",10.7023963928223
"148",9.34486770629883
"149",8.25949764251709
"150",5.20896768569946
"151",11.371431350708
"152",9.34486770629883
"153",5.89655494689941
"154",4.81838178634644
"155",11.8327989578247
"156",7.37445545196533
"157",7.37445545196533
"158",18.9565582275391
"159",13.1509437561035
"160",9.30343532562256
"161",13.5046186447144
"162",6.83734369277954
"163",16.7399883270264
"164",15.9509382247925
"165",4.74415636062622
"166",8.53233528137207
"167",4.41351413726807
"168",15.5909576416016
"169",5.83970642089844
"170",9.44126415252686
"171",9.10620880126953
"172",8.63131999969482
"173",15.9741992950439
"174",6.37245559692383
"175",4.29519319534302
"176",9.00613117218018
"177",6.21941184997559
"178",7.04010486602783
"179",15.4850254058838
"180",7.61623096466064
"181",17.8347778320312
"182",9.01156997680664
"183",17.0409317016602
"184",9.49667358398438
"185",10.6173467636108
"186",9.48656177520752
"187",8.33962631225586
"188",11.9317445755005
"189",18.8651790618896
"190",7.57915735244751
"191",8.60433006286621
"192",8.60433006286621
"193",5.60408496856689
"194",5.31185960769653
"195",5.67910099029541
"196",8.73293399810791
"197",6.47657632827759
"198",11.3513708114624
"199",6.23008346557617
"200",7.31215524673462
"201",9.13510322570801
"202",10.0104703903198
"203",4.29519319534302
"204",7.08718633651733
"205",6.10419988632202
"206",5.39808464050293
"207",8.74338626861572
"208",9.37788105010986
"209",7.77180051803589
"210",15.773585319519
"211",5.57311773300171
"212",13.2499837875366
"213",11.8257236480713
"214",7.05677938461304
"215",11.8257236480713
"216",6.60838556289673
"217",13.9506120681763
"218",15.666651725769
"219",14.0593633651733
"220",4.4793643951416
"221",12.0384731292725
"222",4.4793643951416
"223",12.955620765686
"224",15.7289905548096
"225",10.5271339416504
"226",6.5140380859375
"227",6.76610708236694
"228",7.94241905212402
"229",5.55773830413818
"230",6.5140380859375
"231",5.55773830413818
"232",8.99310111999512
"233",8.35438823699951
"234",15.7289905548096
"235",10.7403326034546
"236",6.19470739364624
"237",5.55113220214844
"238",9.43982124328613
"239",8.63608169555664
"240",11.849723815918
"241",10.7403326034546
"242",7.08725929260254
"243",5.55113220214844
"244",6.5140380859375
"245",8.63608169555664
"246",14.3579130172729
"247",10.7594776153564
"248",15.7289905548096
"249",15.7289905548096
"250",7.91603660583496
"251",8.63608169555664
"252",15.7289905548096
"253",15.7289905548096
"254",9.43982124328613
"255",16.6626987457275
"256",16.9357414245605
"257",7.91603660583496
"258",15.927583694458
"259",9.43982124328613
"260",15.7289905548096
"261",9.43982124328613
"262",12.955620765686
"263",15.7289905548096
"264",13.9506120681763
"265",16.1784133911133
"266",7.08725929260254
"267",15.927583694458
"268",15.7289905548096
"269",15.7289905548096
"270",8.91342067718506
"271",4.4793643951416
"272",4.84072113037109
"273",12.7979888916016
"274",10.6971092224121
"275",13.4937448501587
"276",7.72633266448975
"277",7.54007339477539
"278",17.1992340087891
"279",7.98924016952515
"280",6.1189398765564
"281",8.54808712005615
"282",16.8991794586182
"283",5.78570890426636
"284",15.7289905548096
"285",9.89391708374023
"286",10.4834518432617
"287",10.6995687484741
"288",12.383900642395
"289",8.62454605102539
"290",5.49924039840698
"291",15.666651725769
"292",8.87188625335693
"293",7.26138830184937
"294",9.68543529510498
"295",10.1246728897095
"296",5.88823938369751
"297",6.34067487716675
"298",5.18340539932251
"299",17.3103542327881
"300",4.58975648880005
"301",7.93977308273315
"302",17.3103542327881
"303",10.7648105621338
"304",17.3103542327881
"305",7.37596940994263
"306",4.78776025772095
"307",9.20581340789795
"308",10.0788011550903
"309",6.68442296981812
"310",4.36337614059448
"311",4.36337614059448
"312",7.04927349090576
"313",9.63208103179932
"314",5.10638380050659
"315",7.93977308273315
"316",5.19181871414185
"317",7.14129257202148
"318",9.26976776123047
"319",5.96526193618774
"320",11.7033700942993
"321",5.956374168396
"322",7.24306774139404
"323",7.37596940994263
"324",7.93977308273315
"325",10.0788011550903
"326",11.0204362869263
"327",8.39465618133545
"328",7.6986722946167
"329",4.58975648880005
"330",17.3103542327881
"331",9.26976776123047
"332",17.3103542327881
"333",7.37596940994263
"334",5.58252668380737
"335",6.26975250244141
"336",6.52090263366699
"337",12.9896774291992
"338",5.58913278579712
"339",17.3103542327881
"340",7.24965858459473
"341",7.93977308273315
"342",17.0519008636475
"343",10.6593360900879
"344",7.6986722946167
"345",11.152045249939
"346",5.49794244766235
"347",5.10638380050659
"348",5.10638380050659
"349",4.36337614059448
"350",8.39465618133545
"351",9.16796684265137
"352",17.3103542327881
"353",5.00752878189087
"354",12.0699462890625
"355",4.58975648880005
"356",7.97557258605957
"357",17.3103542327881
"358",4.95551824569702
"359",17.4160766601562
"360",17.796537399292
"361",4.36337614059448
"362",5.58252668380737
"363",6.68442296981812
"364",5.58252668380737
"365",11.152045249939
"366",11.152045249939
"367",5.58913278579712
"368",10.0788011550903
"369",8.39465618133545
"370",12.4495716094971
"371",11.0389804840088
"372",6.68442296981812
"373",11.0389804840088
"374",5.19181871414185
"375",4.50503158569336
"376",4.36337614059448
"377",7.6986722946167
"378",5.956374168396
"379",6.52090263366699
"380",7.04927349090576
"381",5.58252668380737
"382",7.04927349090576
"383",7.37596940994263
